Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
148,13.0,0.4159,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",카카오 매출 광고 알리페이 카카오페이 실적 연구원 게임 주가 증권
149,4.0,0.3639,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 중국 거래소 위안 인출 코인 자산 위안화 돈세탁 수수료
150,11.0,0.6668,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",소비 경기 내수 연속 수출 물가 금리 달 수지 전월
151,31.0,0.3777,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",카드 지급결제 인증 계좌 생체 발견 증대 불 인류 과거
152,4.0,0.3294,"비트코인, 가상자산, 코인, 암호화폐, 자산, 화폐, 하락, 상승, 채굴, 이날",비트코인 중국 거래소 위안 코인 차이 인출 자산 훠 비
153,27.0,0.4534,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",블록체인 카드 보안 포인트 인증 증서 공인 상 앱 카드사
154,14.0,0.486,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",회장 주식 증권사 법인 펀드 소득세 간접 과세 자산 허용
155,14.0,0.9732,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",허용 증권사 결제망 법인 황 회장 은행 외환 자본 신탁업
156,14.0,0.8749,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",증권사 신문 지급결제 회장 취임 법인 협회 은행 펀드 신탁업
157,14.0,0.9638,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",증권사 은행 허용 운동장 외환 회장 법인 지급결제 골드만 삭스
158,14.0,0.9328,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",회장 지급결제 증권사 황 법인 은행 외국환 주장 개혁 협회
159,14.0,0.8861,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",지급결제 법인 회장 허용 외환 합리 황 증권사 은행 초대
160,14.0,0.9222,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",운동장 증권사 은행 지급결제 결제망 회장 법인 제정 신탁업 외국환
161,14.0,0.946,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",증권사 은행 협회 황영기 운동장 법인 허용 회장 지급결제 주장
162,14.0,0.8093,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",허용 증권사 법인 지급결제 결제망 당시 회장 돈 협회 공정거래위
163,14.0,0.8567,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",법 신탁업 회장 분리 자산운용 자본 진출 은행 황 소득세
164,14.0,0.8691,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 회장 법인 황 지급결제 증권사 한겨레 외환 신문 허용
165,14.0,0.9045,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",증권사 허용 자본 법인 회장 외환 합리 대접 카드사 황
166,14.0,0.5256,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",일보 증권 증권사 결제망 대가 법 급결제 권리 뜻 통장
167,14.0,0.8325,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 외환 증권사 법인 지급결제 회장 자본 금지 허용 펀드
168,14.0,0.9747,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",허용 증권사 결제망 법인 회장 외환 은행 신탁업 자본 합리
169,14.0,0.8898,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 증권사 운동장 회장 신탁업 황 제정 법 부동산 외화
170,14.0,0.7444,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",협회 증권사 지급결제 법인 간담회 결제망 허용 황영기 돈 신년
171,14.0,0.9182,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",지급결제 증권사 법인 은행 외환 허용 초대 비판 골드만 요청
172,14.0,0.8515,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",회장 부동산 은행 지급결제 신탁 강조 증권사 법인 펀드 차별
173,33.0,0.3741,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",등록 페이 행업 발 전자금융업자 선불전자지급수단 사 코리아 에스크로 대금
174,33.0,0.6068,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",현대 계열사 제외 편입 영위 사 집단 에이치 지분 방송
175,33.0,0.4734,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",계열사 현대 사 집단 제외 방송 지분 삼성 사수 계열
176,19.0,0.6096,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",위비 플랫폼 은행 뱅크 핀테크 행장 톡 우리은행 버스 멤
177,33.0,0.4729,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",현대 계열사 집단 방송 사 설립 지분 소속 취득 백화점
178,19.0,0.5595,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",디지털 핀테크 부 카드 신문 개편 실리콘밸리 이미지 게티 마케팅
179,14.0,0.6978,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",증권사 은행 지급결제 법인 증권 과도 허용 금융당국 개혁 협회
180,14.0,0.7282,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 증권사 지급결제 법인 증권 과도 협회 보험 레버리지 의견
181,27.0,0.6926,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",페이 삼성 미니 온라인 앱 카드 출시 신문 적립 스마트폰
182,12.0,0.4377,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",은행 인터넷전문은행 대주주 완화 은산 분리 저축 지분 자본 인터넷
183,31.0,0.2433,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",자전거 중국 바이크 스마트폰 앱 모 배달 오포 베이징 위치
184,24.0,0.3722,"국회, 법, 법안, 위원회, 머지포인트, 통과, 민주당, 위원장, 정무, 사태",법 트럼프 프랭크 도드 일보 완화 민주당 대통령 은행 명령
185,21.0,0.4553,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",카드 복장 자율 호칭 신한 단순 유연근 혁신방안 무제 문화
186,1.0,0.3314,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",트럼프 대통령 월가 샌더스 법 프랭크 도드 대선 행정명령 상원
187,31.0,0.2195,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",트럼프 신한 달 삼성 값 종합 이지현 상승 정치 무산
188,14.0,0.8287,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",회장 증권사 법인 은행 황 지급결제 협회 시장법 자본 신탁업
189,14.0,0.8388,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",회장 황 증권사 동아일보 은행 지급결제 외국환 법인 금융당국 가입
190,31.0,0.3729,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",중국 정신 상거래 드론 기업가 알리바바 일자리 혁신 회장 혁명
191,14.0,0.7717,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",법인 지급결제 허용 금융결제원 증권사 은행 협회 회장 결제망 변경
192,18.0,0.2674,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",블록체인 디지털 은행 비트코인 한은 장부 통화 내역 인사 고위
193,27.0,0.5083,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",페이 시스 삼성 가맹점 온라인 미니 예정 이유미 삼성전자 노하우
194,14.0,0.7376,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 증권사 증권 허용 지급결제 법인 사태 저축 계좌 금융사
195,13.0,0.8685,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",의견 매수 목 키움증권 신문 증권 동종 센서스 컨 분기
196,11.0,0.691,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",금리 한은 통화 계획 발행 국회 성장세 보고 부채 한국은행
197,8.0,0.5307,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",권 발행 잔액 화폐 환수 시중 지폐 감소 한은 동전
198,1.0,0.3482,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",중국 모바일 지급결제 위챗 온라인 페이 리서치 결제액 압도 신용카드
199,1.0,0.4848,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",중국 모바일 대선 대비 알리페이 전재 페이스북 타임스 특파원 급속도
200,32.0,0.495,"제로페이, 소상공인, 후보, 서울시, 지방, 북한, 박, 공약, 공공, 부산",개성 공단 북한 제재 박근혜 대북 핵 남북 재가동 유엔
201,9.0,0.4305,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",인증 핀테크 대회 생체 스마트 글로벌 크로스 콘테스트 교차 오픈
202,14.0,0.4415,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",삼성증권 자본 초대 증권 실적 대비 증권사 발행 반영 관건
203,12.0,0.3137,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",예금 예금자 보험 핀테크 카카오페이 곽 페이팔 선불전자지급수단 전자화폐 고민
204,30.0,0.4156,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",안드로이드 키오스 꿈 플랫폼 문화 마이 아이폰 정상국 영상 니지
205,14.0,0.6813,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",협회 증권사 금 협 성과 은행 자산운용 사 증권업 회비
206,14.0,0.8971,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",지급결제 증권사 제정 법인 협회 황영기 결제망 신탁업 신문 허용
207,14.0,0.658,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 회장 법 제정 신탁업 운용 황 증권 법인 협회
208,27.0,0.3664,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",카드 현대 디자인 세로 디지털 표현 혁신 트렌드 파격 자율
209,17.0,0.5151,"아시아, 베트남, 현지, 진출, 글로벌, 인도네시아, 캄보디아, 체결, 창, 눈",카드 인도네시아 신한 진출 현지 프로세싱 동남아 업력 발급 법인
210,10.0,0.4791,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드사 수수료 인상 카드 단말기 신문 지급결제 비자 게티 플랫폼
211,19.0,0.1554,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",은행 자산관리 지주 신한 은행업 인터넷전문은행 카드 아시아 기조 포트폴리오
212,14.0,0.4384,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",증권 증권사 영업 완화 지급결제 어음 한국일보 발행 연금 실적
213,16.0,0.4645,"송금, 환전, 계좌, 대금, 수수료, 금액, 외환, 소액, 충전, 외화",외국환 플래닛 거래법 위반 판매자 등록 대금 조세일보 외환 원화
214,10.0,0.6709,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 카드 영세 카드사 전문 금액 과도 평균 위원회 신용
215,30.0,0.5057,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",통신사 통신 수수료 과금 후불 레즈 엔비 플랫폼 휴대폰 이동
216,19.0,0.4291,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",신한 핀테크 신한은행 사 협업 퓨처스 랩 관 선정 권소현
217,30.0,0.3433,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",구글 페이 안드로이드 등록 선불전자지급수단 신문 발행 진출 전자지갑 금감원
218,10.0,0.6348,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 카드사 영세 카드 신용 과도 여신 쇼핑몰 평균 전문
219,14.0,0.6682,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 금 회장 신탁 운용 협 자극 금전 신탁업 증권사
220,14.0,0.847,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 회장 증권사 황 운동장 법인 지급결제 운용 외화 신탁업
221,14.0,0.7913,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 금 협 보험 펀드 신탁업 사 증권 비판 자산
222,14.0,0.8599,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 회장 운동장 증권사 황 운용 증권 사냥 외화 농사
223,22.0,0.4225,"과세, 소득, 세금, 국세청, 역외, 계좌, 스위프트, 플랫폼, 탈루, 탈세",수협 돈 선주 횡령 직원 보험료 문 지난달 대납 제주
224,19.0,0.2486,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",핀테크 은행 모바일 육성 부 충전 이상일 데일리 농업 카드
225,19.0,0.4887,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",카드 신한 디지털 빅데이터 모바일 앱 플랫폼 데이터 혁신 브랜드
226,31.0,0.4408,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",은행 밥 그릇 싸움 증권 은행업 금 일각 신탁업 협회
227,28.0,0.2903,"글로벌, 리플, 비자, 페이팔, 송금, 페이스북, 스타트업, 유럽, 플랫폼, 인수",은행 뱅킹 트랜잭션 글로벌 한경 모바일 수수료 무역 외환 기사
228,15.0,0.5639,"오전, 시, 장관, 차관, 국회, 산업부, 개최, 농식품부, 환경부, 청사",미주 계획 주간 목 잠정 행사 국회 보도 계정 지수
229,11.0,0.5772,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",경기 한은 연속 소비 작년 인 지침 분기 예산 판매
230,15.0,0.8612,"오전, 시, 장관, 차관, 국회, 산업부, 개최, 농식품부, 환경부, 청사",오전 시 장관 차관 산업부 국회 해수부 농식품부 환경부 개최
231,14.0,0.8931,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 회장 신탁 운동장 신탁업 협회 펀드 축구 강조 농구장
232,10.0,0.2313,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",카드 카드사 빅데이터 핀테크 혁명 단말기 인증 블록체인 인공지능 강조
233,27.0,0.3976,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",구글 카드 페이 카드사 안드로이드 모바일 진출 신문 보안 토큰
234,31.0,0.2266,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",중국 핀테크 은행 출범 지급결제 설립 금융업 금융위 블록체인 대출
235,20.0,0.344,"혁신, 강조, 김, 교수, 위원장, 위원, 주제, 연구원, 원장, 포럼",중국 블록체인 핀테크 P2P 보험 베이징 통합 특별 연구원 혁명
236,0.0,0.4328,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",제출 국세청 자료 고시 대행 신용카드 의뢰 페이 카카오페이 법
